mass_A
t	v	y	x
0.9342666666666682		66.91038461538453	107.5557692307691
0.9009111111111124	83.15159033461792	68.811923076923	106.84269230769218
0.8675333333333347	101.87062262284994	70.71346153846144	103.51499999999987
0.8341777777777788	93.49360794415487	72.8526923076922	101.3757692307691
0.8008000000000011	109.72495588484271	74.75423076923067	98.76115384615372
0.7674444444444453	107.68256863451329	77.13115384615374	95.43346153846142
0.7340666666666675	103.29286098516786	78.79499999999989	92.8188461538461
0.7007111111111117	131.06346361320885	81.88499999999988	90.44192307692293
0.6673333333333339	108.32861111170372	84.73730769230757	86.40115384615376
0.6339777777777781	98.2572572486886	86.87653846153833	85.21269230769224
0.6006000000000004	108.7377306027288	89.49115384615372	81.88499999999993
0.5672444444444446	107.68256863451329	90.67961538461526	79.03269230769223
0.5338666666666668	126.79068242052227	93.53192307692294	75.94269230769225
0.5004888888888909	93.22182362511869	95.90884615384601	72.37730769230762
0.467133333333335	73.1311989263406	98.04807692307678	71.6642307692307
0.4338000000000011	105.82647744492816	99.47423076923062	69.04961538461532
0.40046666666666714	119.79904531087003	101.8511538461537	65.72192307692302
0.3671333333333332	124.73751707357634	104.22807692307677	62.631923076923044
0.3338000000000011	110.12364393109634	106.12961538461522	58.59115384615376
0.30046666666666716	98.35551450593857	107.79346153846137	56.21423076923071
0.26713333333333505	110.71113937205878	110.64576923076906	53.83730769230766
0.2336000000000022	109.50616235366822	112.78499999999983	50.747307692307686
0.20026666666666823	123.6114269865704	114.9242307692306	47.894999999999925
0.1669333333333343	108.9202075147218	117.30115384615367	43.85423076923075
0.13346666666666715	98.3513955186089	119.44038461538443	42.19038461538457
0.10008888888888942	124.65441413082362	121.5796153846152	38.86269230769227
0.06675555555555729	138.31617787369836	123.71884615384596	35.05961538461531
0.03335555555555584	126.28972952356152	126.80884615384596	31.25653846153847
0.0		129.18576923076904	28.641923076923035
